MONTH,COL#,COLUMN,SUM
Apr-25,100,FOOD ALLOWANCE,0
Apr-25,101,ADDITIONAL ALLOWANCE,30125
Apr-25,102,VEHICLE REIMB,9102898
Apr-25,103,MOBILE REIMB,4812133
Apr-25,104,TRANSPORT ALLOWANCE,12360431
Apr-25,105,NATIONAL HOLIDAY,77704
Apr-25,106,FIXED CONVENYANCE,7000
Apr-25,107,SERVICE WEIGHTAGE,50370
Apr-25,108,VARIABLE / PERFORMANCE LINKED INCENTIVE,24195
Apr-25,109,ATTENDACE AWARD,142345
Apr-25,110,OT AMOUNT,781684
Apr-25,111,WEEKLY OFF,0
Apr-25,112,BASIC DA ARREARS,0
Apr-25,113,OTHER ARREARS,0
Apr-25,114,EXTRA OT,8880
Apr-25,115,TRAVELLING ALLOWANCE,11019069
Apr-25,116,PAID LEAVE,0
Apr-25,117,NATIONAL /FESTIVAL HOLIDAY,0
Apr-25,118,ATTENDANCE ALW,3106862
Apr-25,119,FESTIVAL HOLIDAY,0
Apr-25,120,GROSS AMT,353468810
Apr-25,121,PF,24173582
Apr-25,122,ESIC,1489009
Apr-25,123,PT,631048
Apr-25,124,LWF,105724
Apr-25,125,UNIFORM,0
Apr-25,126,ADVANCE,2259506
Apr-25,127,TDS,78140
Apr-25,128,EMPLOYEE WELFARE FUND,143570
Apr-25,129,OTHER DEDUCTION,2752461
Apr-25,130,FOOD DEDUCTION,1475597
Apr-25,131,MOBILE DEDUCTION,0
Apr-25,132,PROFESSIONAL FEES,0
Apr-25,133,INSURANCE DEDUCTION,11540
Apr-25,134,FINE,0
Apr-25,135,ACCOMODATION,0
Apr-25,136,INSURANCE,42503
Apr-25,137,FLEXI DED,25219
Apr-25,138,FOOD DEDUCTIONS,572898
Apr-25,139,CONVEYANCE ALL DED,16500
Apr-25,140,LAUNDRY CHARGES,0
Apr-25,141,MEAL DEDUCTION,0
Apr-25,142,REFYNE ADVANCE,0
Apr-25,143,TOTALDEDUCTION,123778923
Apr-25,144,NETPAYABLE,229689886
Apr-25,145,BONUS_M,2066440
Apr-25,146,LEAVE_M,3347832
Apr-25,147,OT_M,8659813
Apr-25,148,OTESIC,50363
Apr-25,149,OTNET,8609450
Apr-25,150,FHAMOUNT,380478
Apr-25,151,FHESIC,2053
Apr-25,152,FHNET,378425
Apr-25,153,PHAMOUNT,0
Apr-25,154,PHESIC,0
Apr-25,155,PHNET,0
Apr-25,156,PF COMPANY,26156073.5
Apr-25,157,ESIC COMPANY,6417974
Apr-25,158,LWF COMPANY,205977
Apr-25,159,LEAVE_PROVISION,2328067
Apr-25,160,BONUS_PROVISION,4232520
Apr-25,161,GRATUITY_PROVISION,4112
Apr-25,162,UNIFORM_PROVISION,0
Apr-25,163,ADMIN_FUND_PROVISION,0
Apr-25,164,PAID_HOLIDAY_PROVISION,0
Apr-25,165,CTC,302807107.5
Apr-25,166,BANK NAME AS PER EMPLOYEE,0
Apr-25,167,BANK BRANCH NAME AS PER EMPLOYEE,0
Apr-25,168,IFS CODE AS PER EMPLOYEE,0
Apr-25,169,BANK ACCOUNT NO AS PER EMPLOYEE,8188521525360000000
Apr-25,170,BANK NAME AS PER PAYMENT,0
Apr-25,171,BANK BRANCH NAME AS PER PAYMENT,0
Apr-25,172,IFS CODE AS PER PAYMENT,0
Apr-25,173,BANK ACCOUNT NO AS PER PAYMENT,7888898649846358000
Apr-25,174,PF NO,3514148102
Apr-25,175,ESIC NO,79147746118557
Apr-25,176,UAN NO,1879867536217806
Apr-25,177,LIN NO,0
Apr-25,178,SALARY STATUS,0
Apr-25,179,REMARK,0
Apr-25,180,AADHAR CARD,11398834369543478
Apr-25,181,ESIC_WCP,33486.75
Apr-25,182,SITEDIVISIONDAYS,496911
Apr-25,183,ESI SUB CODE,0
Apr-25,184,Division,0
Apr-25,185,ADJ_WORKING_DAYS,455629.7499675751
Apr-25,186,REVISED_BASIC,211416551
Apr-25,187,REVISED_DA,8218107
Apr-25,188,REVISED_ATTENDANCE_ALLOWANCE,146197433
Apr-25,189,REVISED_GROSS,365832092
Apr-25,190,REVISED_GROSS_NEW (final),307258776.66666716
Apr-25,191,ECR_PF,22980428
Apr-25,192,REVISED_PF,22980428
Apr-25,193,ESIC.1,1447434
Apr-25,194,ESIC AS PER FUTURE,1447434
Apr-25,195,DIFFERENCE,0
Apr-25,196,PT.1,631048
Apr-25,197,LWF.1,105724
Apr-25,198,UNIFORM.1,0
Apr-25,199,ADVANCE.1,2259506
Apr-25,200,TDS.1,78140
Apr-25,201,EMPLOYEE WELFARE FUND.1,143570
Apr-25,202,OTHER DEDUCTION.1,2752461
Apr-25,203,FOOD DEDUCTION.1,1475597
Apr-25,204,MOBILE DEDUCTION.1,0
Apr-25,205,PROFESSIONAL FEES.1,0
Apr-25,206,INSURANCE DEDUCTION.1,11540
Apr-25,207,FINE.1,0
Apr-25,208,ACCOMODATION.1,0
Apr-25,209,INSURANCE.1,42503
Apr-25,210,FLEXI DED.1,25219
Apr-25,211,FOOD DEDUCTIONS.1,568098
Apr-25,212,CONVEYANCE ALL DED.1,16500
Apr-25,213,LAUNDRY CHARGES.1,0
Apr-25,214,MEAL DEDUCTION.1,0
Apr-25,215,REFYNE ADVANCE.1,0
Apr-25,216,ESI_COL_22,0
Apr-25,217,OTHER_DEDUCTION,119421893.08999904
Apr-25,218,REVISED_TOTAL_DED,136142388.08999917
Apr-25,219,REVISED_NET_PAYABLE,229689886
Apr-25,220,RULE_APPLIED,0
Apr-25,221,pf %,1962.6369043001296
Apr-25,222,esi %,4929.85969999997
Apr-25,223,12% OF REVISED_BASIC,26356158.960000347
Apr-25,224,DIFF (12%_PF vs REVISED_PF),3375730.960000096
Apr-25,225,REVISED_%,200136.2134000021
Apr-25,226,NET_PAYABLE_DIFF,0
Apr-25,227,_RULE_075_RELAXED,0
Apr-25,228,_ESI_EXEMPTION_LIFT,0
Apr-25,229,_PF_EXEMPTION_BASIC_LIFT,0
Apr-25,230,MONTHLY_BD_PROJECTION,275639363.0899999
Apr-25,231,MONTHLY_GROSS_PROJECTION,325268946.4999998
Apr-25,232,M8_STATUS,0
Apr-25,233,M8_DELTA_APPLIED,779548
Apr-25,235,diff,61.53477684822153
Apr-25,237,STATUTORY_EXCL_TOTAL,2693415.6
Apr-25,238,EXTRA_EXCL,51904744
Apr-25,239,ESI_PCT_OF_GROSS_NEW,11470.63283375325
Apr-25,240,M8_TARGET_ESIC,2216434.170000005
Apr-25,241,M8_DELTA_ESI,-769000.1700000182
Apr-25,242,M8_STATUS,0
Apr-25,243,NET_DRIFT,0
Apr-25,244,REVISED_NET_PAYABLE,521017
Apr-25,245,REVISED_NET_PAYABLE,247090409.63999993
Apr-25,246,REVISED_NET_PAYABLE,127774332
Apr-25,247,REVISED_NET_PAYABLE,229689886
Apr-25,248,MONTHLY_PROJ_BASIC_DA,275639363.0899999
Apr-25,249,IS_BPD_ADJUSTED,0
Apr-25,250,ESI 0.75% OF GROSS_NEW (LIVE),1460471
Apr-25,251,ESI DIFF (0.75%calc - REVISED_ESIC),-80932
Apr-25,252,ESI_GN_TREATMENT,0
Apr-25,253,PROJECTED_GROSS_FULL_MONTH,499957421.5976532
Apr-25,254,FTE_TREATMENT,0
Apr-25,255,PROJ_MINUS_GROSS_DIFF,146128346.22766083
Apr-25,256,PROJ_REVISED_BD,275639363.0899999
Apr-25,257,PF_ECR_CHECK,0
Apr-25,258,HJ_NEW (=GG-HK),124139189.37
Apr-25,259,HI_NEW (=HJ_NEW-PF-ESI),99762325.36999999
Apr-25,262,REVISED_GROSS_NEW_FORMULA,278080535
May-25,1,MONTH,19328
May-25,2,ATTENDANCEDATE,0
May-25,3,MONTHATTENDANCEID,16838476432
May-25,4,BONUS_PAYINMONTHYEAR,102145203
May-25,5,BRANCHCODE,25
May-25,6,BRANCHNAME,0
May-25,7,CLIENTGROUPNAME,0
May-25,8,CUSTOMERLOCATIONCODE,3157624
May-25,9,SITECODE,58892253
May-25,10,SITENAME,0
May-25,11,SITESTATE,0
May-25,12,EMPOLDCODE,447492110751
May-25,13,EMPMASTERID,1172759770
May-25,14,EMPCODE,447492110751
May-25,15,FULLNAME,0
May-25,16,DOJ,0
May-25,17,DOB,0
May-25,18,GENDER,0
May-25,19,FATHER NAME,0
May-25,20,DESIGNATIONID,11540701
May-25,21,DESIGNATIONNAME,0
May-25,22,GROUPMASTERID,46622881
May-25,23,GROUP,0
May-25,24,DUTYID,39374
May-25,25,DUTYNAME,0
May-25,26,PF WAGES,204396874
May-25,27,ESI WAGES,199711366
May-25,28,NORMALDAYS,444047.95341464994
May-25,29,WEEKLYOFF,1346
May-25,30,PAIDHOLIDAY,319
May-25,31,FESTIVALHOLIDAY,297
May-25,32,OTDAYS,10391.865833015443
May-25,33,OTHOURS,53925.93000071524
May-25,34,SPLOTDAYS,0
May-25,35,SPLOTHOURS,13.5
May-25,36,PL_AVAILED,626
May-25,37,CL_AVAILED,105
May-25,38,SL_AVAILED,4
May-25,39,FIXED_BASIC,216521579.84000003
May-25,40,FIXED_DA,10917556
May-25,41,FIXED_HRA,26064645.420000013
May-25,42,FIXED_CONVEYENCE,975177
May-25,43,FIXED_WASHING ALLOWANCE,3527807.8299999996
May-25,44,FIXED_OTHER ALLOWANCE,10093461
May-25,45,FIXED_OVERTIME,59850
May-25,46,FIXED_LEAVE WITH WAGES,10321593.440000001
May-25,47,FIXED_EX-GRATIA,0
May-25,48,FIXED_CCA,6602
May-25,49,FIXED_EDUCATIONAL ALLOWANCE,145137
May-25,50,FIXED_MEDICAL ALLOWANCE,30200
May-25,51,FIXED_PAID HOLIDAY,45144
May-25,52,FIXED_SPL ALLOWANCE,1495001
May-25,53,FIXED_GRATUITY,13281
May-25,54,FIXED_BONUS,7154187.799999942
May-25,55,FIXED_ATTIRE,0
May-25,56,FIXED_MEAL,1010.35
May-25,57,FIXED_LTA,64529
May-25,58,FIXED_SITE ALLOWANCE,1688491
May-25,59,FIXED_PERFORMANCE ALLOWANCE,0
May-25,60,FIXED_RELIEVING CHARGES,3347
May-25,61,FIXED_MOBILE ALLOWANCE,4886
May-25,62,FIXED_INCENTIVE ALLOWANCE,786225
May-25,63,FIXED_UNIFORM COST,500
May-25,64,FIXED_FOOD ALLOWANCE,0
May-25,65,FIXED_ADDITIONAL ALLOWANCE,31556
May-25,66,FIXED_VEHICLE REIMB,0
May-25,67,FIXED_MOBILE REIMB,4500
May-25,68,FIXED_TRANSPORT ALLOWANCE,0
May-25,69,FIXED_NATIONAL HOLIDAY,8144
May-25,70,FIXED_FIXED CONVENYANCE,7000
May-25,71,FIXED_SERVICE WEIGHTAGE,69906
May-25,72,FIXED_VARIABLE / PERFORMANCE LINKED INCENTIVE,29540
May-25,73,FIXED_ATTENDACE AWARD,178455
May-25,74,FIXEDGROSS,290249312.6799969
May-25,75,BASIC,201098272
May-25,76,DA,8731670
May-25,77,HRA,20934505
May-25,78,CONVEYENCE,15600635
May-25,79,WASHING ALLOWANCE,11551586
May-25,80,OTHER ALLOWANCE,8163052
May-25,81,OVERTIME,39900
May-25,82,LEAVE WITH WAGES,7885720
May-25,83,EX-GRATIA,0
May-25,84,CCA,6602
May-25,85,EDUCATIONAL ALLOWANCE,133876
May-25,86,MEDICAL ALLOWANCE,28470
May-25,87,PAID HOLIDAY,17588
May-25,88,SPL ALLOWANCE,1357146
May-25,89,GRATUITY,12456
May-25,90,BONUS,5585996
May-25,91,ATTIRE,5443748
May-25,92,MEAL,1010
May-25,93,LTA,5125301
May-25,94,SITE ALLOWANCE,1674468
May-25,95,PERFORMANCE ALLOWANCE,0
May-25,96,RELIEVING CHARGES,3347
May-25,97,MOBILE ALLOWANCE,4569
May-25,98,INCENTIVE ALLOWANCE,658831
May-25,99,UNIFORM COST,6056085
May-25,100,FOOD ALLOWANCE,0
May-25,101,ADDITIONAL ALLOWANCE,31595
May-25,102,VEHICLE REIMB,9155518
May-25,103,MOBILE REIMB,4742545
May-25,104,TRANSPORT ALLOWANCE,12426009
May-25,105,NATIONAL HOLIDAY,5888
May-25,106,FIXED CONVENYANCE,7000
May-25,107,SERVICE WEIGHTAGE,52347
May-25,108,VARIABLE / PERFORMANCE LINKED INCENTIVE,27147
May-25,109,ATTENDACE AWARD,145332
May-25,110,OT AMOUNT,757951
May-25,111,WEEKLY OFF,0
May-25,112,BASIC DA ARREARS,0
May-25,113,OTHER ARREARS,0
May-25,114,EXTRA OT,3240
May-25,115,TRAVELLING ALLOWANCE,10835137
May-25,116,PAID LEAVE,0
May-25,117,NATIONAL /FESTIVAL HOLIDAY,0
May-25,118,ATTENDANCE ALW,2771545
May-25,119,FESTIVAL HOLIDAY,0
May-25,120,GROSS AMT,349035850
May-25,121,PF,24610756
May-25,122,ESIC,1505739
May-25,123,PT,668331.5
May-25,124,LWF,108019
May-25,125,UNIFORM,0
May-25,126,ADVANCE,1634530
May-25,127,TDS,36500
May-25,128,EMPLOYEE WELFARE FUND,140980
May-25,129,OTHER DEDUCTION,836132
May-25,130,FOOD DEDUCTION,1571758
May-25,131,MOBILE DEDUCTION,0
May-25,132,PROFESSIONAL FEES,0
May-25,133,INSURANCE DEDUCTION,10283
May-25,134,FINE,0
May-25,135,ACCOMODATION,0
May-25,136,INSURANCE,42384
May-25,137,FLEXI DED,27469
May-25,138,FOOD DEDUCTIONS,574092
May-25,139,CONVEYANCE ALL DED,18871
May-25,140,LAUNDRY CHARGES,0
May-25,141,MEAL DEDUCTION,0
May-25,142,REFYNE ADVANCE,0
May-25,143,TOTALDEDUCTION,116933614.5
May-25,144,NETPAYABLE,232102234
May-25,145,BONUS_M,2291771
May-25,146,LEAVE_M,3629495
May-25,147,OT_M,10285500
May-25,148,OTESIC,59464
May-25,149,OTNET,10226036
May-25,150,FHAMOUNT,296417
May-25,151,FHESIC,1470
May-25,152,FHNET,294947
May-25,153,PHAMOUNT,423008
May-25,154,PHESIC,2372
May-25,155,PHNET,420636
May-25,156,PF COMPANY,26627853.5
May-25,157,ESIC COMPANY,6492447.2
May-25,158,LWF COMPANY,210427
May-25,159,LEAVE_PROVISION,2559334
May-25,160,BONUS_PROVISION,4076383
May-25,161,GRATUITY_PROVISION,4045
May-25,162,UNIFORM_PROVISION,0
May-25,163,ADMIN_FUND_PROVISION,0
May-25,164,PAID_HOLIDAY_PROVISION,0
May-25,165,CTC,303853769.7
May-25,166,BANK NAME AS PER EMPLOYEE,0
May-25,167,BANK BRANCH NAME AS PER EMPLOYEE,0
May-25,168,IFS CODE AS PER EMPLOYEE,0
May-25,169,BANK ACCOUNT NO AS PER EMPLOYEE,8142612709322047000
May-25,170,BANK NAME AS PER PAYMENT,0
May-25,171,BANK BRANCH NAME AS PER PAYMENT,0
May-25,172,IFS CODE AS PER PAYMENT,0
May-25,173,BANK ACCOUNT NO AS PER PAYMENT,7866191318731921000
May-25,174,PF NO,3522809575
May-25,175,ESIC NO,79810737299932
May-25,176,UAN NO,1871477425440128
May-25,177,LIN NO,0
May-25,178,SALARY STATUS,0
May-25,179,remark,0
May-25,180,AADHAR CARD,11538792456409640
May-25,181,ESIC_WCP,33773.5
May-25,182,SITEDIVISIONDAYS,518686
May-25,183,ESI SUB CODE,0
May-25,184,Division,0
May-25,185,ADJ_WORKING_DAYS,463791.2750816345
May-25,186,REVISED_BASIC,209473186
May-25,187,REVISED_DA,8731670
May-25,188,REVISED_ATTENDANCE_ALLOWANCE,146057004
May-25,189,REVISED_GROSS,364261857
May-25,190,REVISED_PF,22977657
May-25,191,ESIC.1,1466653
May-25,192,ESIC AS PER FUTURE,1466656.5299999998
May-25,193,DIFFERENCE,0
May-25,194,PT.1,668331.5
May-25,195,LWF.1,108019
May-25,196,UNIFORM.1,0
May-25,197,ADVANCE.1,1634530
May-25,198,TDS.1,36500
May-25,199,EMPLOYEE WELFARE FUND.1,140980
May-25,200,OTHER DEDUCTION.1,836132
May-25,201,FOOD DEDUCTION.1,1571758
May-25,202,MOBILE DEDUCTION.1,0
May-25,203,PROFESSIONAL FEES.1,0
May-25,204,INSURANCE DEDUCTION.1,10283
May-25,205,FINE.1,0
May-25,206,ACCOMODATION.1,0
May-25,207,INSURANCE.1,42384
May-25,208,FLEXI DED.1,27469
May-25,209,FOOD DEDUCTIONS.1,569292
May-25,210,CONVEYANCE ALL DED.1,18871
May-25,211,LAUNDRY CHARGES.1,0
May-25,212,MEAL DEDUCTION.1,0
May-25,213,REFYNE ADVANCE.1,0
May-25,214,ESI_COL_22,0
May-25,215,OTHER_DEDUCTION,119329476.34999965
May-25,216,REVISED_TOTAL_DED,132159682.87999971
May-25,217,REVISED_NET_PAYABLE,232102234
May-25,218,RULE_APPLIED,0
May-25,219,NOTES,0
May-25,220,FUT_ESIC,992143
May-25,221,%,227054.21999999927
May-25,222,12% OF REVISED_BASIC,26184582.72000015
May-25,223,DIFF (12%_PF vs REVISED_PF),3206925.720000059
May-25,224,REVISED_%,200255.61810000404
May-25,225,NET_PAYABLE_DIFF,0
May-25,226,difference,2002.476506597547
May-25,227,difference esi,74.69934019860221
May-25,228,_RULE_075_RELAXED,0
May-25,229,_ESI_EXEMPTION_LIFT,0
May-25,230,_PF_EXEMPTION_BASIC_LIFT,0
May-25,231,MONTHLY_BD_PROJECTION,275501630.9499991
May-25,232,MONTHLY_GROSS_PROJECTION,326122899.9000002
May-25,233,M8_STATUS,0
May-25,234,M8_DELTA_APPLIED,1634766
May-25,237,STATUTORY_EXCL_TOTAL,2786934
May-25,238,EXTRA_EXCL,60279207
May-25,239,REVISED_GROSS_NEW (final),294937932.3500036
May-25,240,ESI_PCT_OF_GROSS_NEW,11805.028388934545
May-25,241,M8_TARGET_ESIC,2178686.6300000134
May-25,242,M8_DELTA_ESI,-712030.1000000129
May-25,243,M8_STATUS,0
May-25,244,NET_DRIFT,0
May-25,245,ADJ_DAYS_OLD_M10,525074
May-25,246,MONTHLY_PROJ_BASIC_DA,275501630.9499991
May-25,247,REVISED_ATTENDANCE_ALLOW_END,137719040.35000002
May-25,248,TOTAL_GROSS_PAID,355014562.3499999
May-25,249,PROJECTED_NET_PAYABLE_FULL_MONTH,251603841.05999964
May-25,250,DIFF_NET_vs_PROJECTED,-19501607.059999987
May-25,251,IS_BPD_ADJUSTED,0
May-25,252,ESI 0.75% OF GROSS_NEW (LIVE),1478138
May-25,253,ESI DIFF (0.75%calc - REVISED_ESIC),-39873.53
May-25,254,ESI_GN_TREATMENT,0
May-25,255,PROJECTED_GROSS_FULL_MONTH,484745932.5921804
May-25,256,PROJ_MINUS_GROSS_DIFF,134808606.0002206
May-25,257,FTE_TREATMENT,0
May-25,258,PROJ_REVISED_BD,275501630.9499991
May-25,259,PF_ECR_CHECK,0
May-25,260,HJ_NEW (=GG-HK),117835092.5919355
May-25,261,HI_NEW (=HJ_NEW-PF-ESI),93433409.06193548
May-25,262,ECR_PF,22977657
May-25,264,REVISED_GROSS_NEW_FORMULA,283325293
Jun-25,1,MONTH,18934
Jun-25,2,ATTENDANCEDATE,0
Jun-25,3,MONTHATTENDANCEID,16866519858
Jun-25,4,BONUS_PAYINMONTHYEAR,105178653
Jun-25,5,BRANCHCODE,25
Jun-25,6,BRANCHNAME,0
Jun-25,7,CLIENTGROUPNAME,0
Jun-25,8,CUSTOMERLOCATIONCODE,2903129
Jun-25,9,SITECODE,58382084
Jun-25,10,SITENAME,0
Jun-25,11,SITESTATE,0
Jun-25,12,EMPOLDCODE,440235609140
Jun-25,13,EMPMASTERID,1180540735
Jun-25,14,EMPCODE,440235609140
Jun-25,15,FULLNAME,0
Jun-25,16,DOJ,0
Jun-25,17,DOB,0
Jun-25,18,GENDER,0
Jun-25,19,FATHER NAME,0
Jun-25,20,DESIGNATIONID,11130309
Jun-25,21,DESIGNATIONNAME,0
Jun-25,22,GROUPMASTERID,46192743
Jun-25,23,GROUP,0
Jun-25,24,DUTYID,38601
Jun-25,25,DUTYNAME,0
Jun-25,26,PF WAGES,206905107
Jun-25,27,ESI WAGES,201480389
Jun-25,28,NORMALDAYS,435778.93832188623
Jun-25,29,WEEKLYOFF,1177
Jun-25,30,PAIDHOLIDAY,0
Jun-25,31,FESTIVALHOLIDAY,32
Jun-25,32,OTDAYS,10073.5
Jun-25,33,OTHOURS,43504.86999551774
Jun-25,34,SPLOTDAYS,0
Jun-25,35,SPLOTHOURS,12.5
Jun-25,36,PL_AVAILED,639
Jun-25,37,CL_AVAILED,108
Jun-25,38,SL_AVAILED,24
Jun-25,39,FIXED_BASIC,211468243.66
Jun-25,40,FIXED_DA,11140776
Jun-25,41,FIXED_HRA,26068216.33000002
Jun-25,42,FIXED_CONVEYENCE,955246
Jun-25,43,FIXED_WASHING ALLOWANCE,3456365.4499999997
Jun-25,44,FIXED_OTHER ALLOWANCE,9969175
Jun-25,45,FIXED_OVERTIME,59850
Jun-25,46,FIXED_LEAVE WITH WAGES,10396949.16
Jun-25,47,FIXED_EX-GRATIA,0
Jun-25,48,FIXED_CCA,6602
Jun-25,49,FIXED_EDUCATIONAL ALLOWANCE,135133
Jun-25,50,FIXED_MEDICAL ALLOWANCE,31450
Jun-25,51,FIXED_PAID HOLIDAY,43448
Jun-25,52,FIXED_SPL ALLOWANCE,1489556
Jun-25,53,FIXED_GRATUITY,12603
Jun-25,54,FIXED_BONUS,7267220.769999909
Jun-25,55,FIXED_ATTIRE,0
Jun-25,56,FIXED_MEAL,1139.79
Jun-25,57,FIXED_LTA,65731
Jun-25,58,FIXED_SITE ALLOWANCE,1680870
Jun-25,59,FIXED_PERFORMANCE ALLOWANCE,0
Jun-25,60,FIXED_RELIEVING CHARGES,6694
Jun-25,61,FIXED_MOBILE ALLOWANCE,6186
Jun-25,62,FIXED_INCENTIVE ALLOWANCE,956948
Jun-25,63,FIXED_UNIFORM COST,500
Jun-25,64,FIXED_FOOD ALLOWANCE,0
Jun-25,65,FIXED_ADDITIONAL ALLOWANCE,31556
Jun-25,66,FIXED_VEHICLE REIMB,6200
Jun-25,67,FIXED_MOBILE REIMB,9000
Jun-25,68,FIXED_TRANSPORT ALLOWANCE,0
Jun-25,69,FIXED_NATIONAL HOLIDAY,6338
Jun-25,70,FIXED_FIXED CONVENYANCE,7000
Jun-25,71,FIXED_SERVICE WEIGHTAGE,58945
Jun-25,72,FIXED_VARIABLE / PERFORMANCE LINKED INCENTIVE,30569
Jun-25,73,FIXED_ATTENDACE AWARD,170954
Jun-25,74,FIXEDGROSS,285539465.15999883
Jun-25,75,BASIC,200344535
Jun-25,76,DA,9205530
Jun-25,77,HRA,21747547
Jun-25,78,CONVEYENCE,22672974
Jun-25,79,WASHING ALLOWANCE,17852390
Jun-25,80,OTHER ALLOWANCE,16842822
Jun-25,81,OVERTIME,103740
Jun-25,82,LEAVE WITH WAGES,16513906
Jun-25,83,EX-GRATIA,0
Jun-25,84,CCA,12864
Jun-25,85,EDUCATIONAL ALLOWANCE,270252
Jun-25,86,MEDICAL ALLOWANCE,57350
Jun-25,87,PAID HOLIDAY,59880
Jun-25,88,SPL ALLOWANCE,2782462
Jun-25,89,GRATUITY,23174
Jun-25,90,BONUS,11610858
Jun-25,91,ATTIRE,4932910
Jun-25,92,MEAL,2280
